date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-05-29,24.9,17.97,17.29,9.7,30,,95,85.2,81.5,68,19,15.4,14.3,9.7,32,18.17,20.5,9,78,27,101.41,101.04,101.04,100.67,97.61,97.27,97.27,96.93,16100,16100,16100,16100,2.6,2,2,1.3,0.7,0,12.3,10.3,7.3,1.5,4.5,0,0,05:46:00,20:53:00,15.12,5.77,20.88,3,4,21,21,10,11,,4,2,2,0,,,,,,,,
2020-05-28,21.6,20.05,19.95,18.3,28,,96,86.5,85.5,75,19.5,17.7,17.4,15.2,15,9.54,7.5,0,,,101.7,101.38,101.39,101.09,97.92,97.62,97.62,97.32,16100,15695.8,11250,6400,1.9,1.4,1.6,1.2,0,2,14.9,12.9,9.9,2.9,5.8,0,0,05:46:00,20:52:00,15.1,5.77,20.87,3,4,24,25,16,17,,4,3,2,0,,,,,,,,
2020-05-27,29.9,22.58,22.25,14.6,33,,100,69.8,71.5,43,17.8,16.2,15.6,13.4,22,11.54,11,0,33,16,101.91,101.79,101.77,101.62,98.14,98.02,98,97.86,16100,14858.3,10050,4000,2.9,2.5,2.5,2,0,4.2,17.2,15.2,12.2,0,0,0,0,05:47:00,20:51:00,15.07,5.78,20.85,9,9,29,29,17,17,,4,0.8,2,0,,,,,,,,
2020-05-26,31.8,23.77,23.25,14.7,39,,98,69.9,70,42,20.4,17.2,17.6,14.9,24,9.46,12,0,39,16,101.96,101.86,101.83,101.7,98.19,98.08,98.06,97.93,16100,15766.7,13700,11300,3.3,2.7,2.5,1.7,0,5.2,18.2,16.2,13.2,0,0,0,0,05:48:00,20:51:00,15.05,5.8,20.85,9,9,29,30,18,18,,4,1,2,0,,,,,,,,
2020-05-25,31,24.24,23.85,16.7,36,,90,68,69,48,20.1,17.7,17.9,15.7,17,10.21,10.5,4,,,101.85,101.67,101.62,101.4,98.08,97.91,97.87,97.65,16100,16100,16100,16100,3.6,2.5,2.8,2,0,5.8,18.9,16.9,13.8,0,0,0,0,05:48:00,20:50:00,15.03,5.8,20.83,9,9,28,30,17,17,,4,1.6,2,0,,,,,,,,
2020-05-24,28.3,21.22,19.95,11.6,33,,100,73.8,76.5,53,17.5,15.9,14.8,12.1,32,16.29,16,0,48,19,101.86,101.62,101.59,101.32,98.05,97.83,97.81,97.56,16100,14145.8,8150,200,3.3,2.6,2.5,1.8,0,2,14.9,12.9,9.9,0,0,0,0,05:49:00,20:49:00,15,5.82,20.82,4,8,24,25,15,16,,4,1.1,2,0,,,,,,,,
2020-05-23,25.8,19.02,18.25,10.7,30,,100,77.7,71,42,17.2,14.4,14.5,11.8,21,9.29,10.5,0,37,10,101.84,101.72,101.72,101.6,98.04,97.93,97.92,97.81,16100,12850,8350,600,3.6,2.9,3,2.4,0,0.2,13.2,11.2,8.2,0.2,0,0,0,05:50:00,20:48:00,14.97,5.83,20.8,9,9,26,26,14,14,,4,0.9,2,0,,,,,,,,
2020-05-22,25,16.3,15.15,5.3,27,,99,70.3,71,43,16.1,10.4,9.4,2.7,21,6.83,10.5,0,30,14,102.17,101.86,101.9,101.63,98.33,98.03,98.08,97.82,16100,15966.7,14500,12900,3.3,2.6,2.6,1.9,2.8,0,10.2,8.2,5.2,0,1.3,0,0,05:51:00,20:47:00,14.93,5.85,20.78,9,9,25,25,11,12,,4,1.8,2,0,,,,,,,,
2020-05-21,22.1,13.73,11.55,1,,,97,55.6,64,31,6.1,3.7,2.6,-0.9,17,7.5,8.5,0,,,102.6,102.4,102.34,102.09,98.73,98.54,98.5,98.26,16100,16100,16100,16100,3.1,2.6,2.5,2,6.5,0,6.5,4.5,1.6,0,0,0,0,05:51:00,20:46:00,14.92,5.85,20.77,9,9,20,20,6,7,,0,0,0,0,,,,,,,,
2020-05-20,19.5,13.07,12.2,4.9,,,86,54.3,60,34,4.7,3.3,3.4,2,26,17.21,15.5,5,41,9,102.74,102.6,102.58,102.41,98.88,98.74,98.72,98.56,16100,16100,16100,16100,3.2,2.6,2.6,2.1,5.8,0,7.2,5.2,2.2,0,0,0,0,05:52:00,20:45:00,14.88,5.87,20.75,8,8,19,19,5,6,,2,0.1,1,0,,,,,,,,
2020-05-19,17.6,13.04,13.85,10.1,,,61,51.7,53.5,46,6.8,3.3,3.4,0,41,31.04,31.5,22,55,9,102.45,102.2,102.18,101.92,98.59,98.34,98.33,98.07,16100,16100,16100,16100,2.6,2.4,2.3,2,4.2,0,8.8,6.8,3.8,0,0,0,0,05:53:00,20:44:00,14.85,5.88,20.73,5,7,14,14,7,8,,4,2.6,2,0,,,,,,,,
2020-05-18,12.1,11.17,11.14,10.2,,,99,93.7,83.5,68,11.2,10.2,8.7,6.1,48,35.58,38,28,63,7,101.95,101.84,101.86,101.78,98.09,97.99,98.01,97.93,16100,13287.5,10450,4800,2.4,2.2,2.2,2,6.9,0,6.1,4.1,1.1,10.9,5.7,0,0,05:54:00,20:43:00,14.82,5.9,20.72,3,3,12,12,8,8,,4,4,3.5,3,,,,,,,,
2020-05-17,14.7,10.85,10.35,6,,,93,76.8,76,59,9.1,6.8,6.9,4.7,41,22.83,20.5,0,54,10,102.35,102.14,102.11,101.87,98.48,98.28,98.25,98.01,16100,15766.7,12100,8100,2.4,2.2,2.2,2.1,7.7,0,5.3,3.4,0.4,7.9,24,0,0,05:55:00,20:42:00,14.78,5.92,20.7,5,5,15,15,10,10,,4,3.4,2,0,,,,,,,,
2020-05-16,20,12.11,12.4,4.8,,,100,78.6,74.5,49,9.8,8,8,6.2,18,10.54,11,4,32,11,102.36,102.14,102.03,101.69,98.49,98.28,98.17,97.85,16100,12325,8350,600,3,2,2.1,1.3,5.6,0,7.4,5.4,2.4,0,0,0,0,05:56:00,20:40:00,14.73,5.93,20.67,8,8,20,20,6,9,,4,1.3,2,0,,,,,,,,
2020-05-15,18.6,13.48,11.8,5,,,100,94,85.5,71,16.7,12.5,12.2,7.7,22,11.79,11,0,45,28,101.65,101.18,101.25,100.85,97.82,97.36,97.43,97.04,16100,8512.5,8150,200,2.5,2.1,2.1,1.7,6.2,0,6.8,4.8,1.8,5.7,1,0,0,05:57:00,20:39:00,14.7,5.95,20.65,3,5,18,18,6,6,,4,2.5,2,0,,,,,,,,
2020-05-14,12.6,7.29,7.35,2.1,,,100,70.6,69,38,7.5,1.5,0.9,-5.7,21,10.33,10.5,0,,,102.59,101.92,101.94,101.3,98.68,98.04,98.07,97.46,16100,12195.8,8150,200,3.2,2.6,2.6,2.1,10.7,0,2.4,0.4,0,2.1,8.4,0,0,05:58:00,20:38:00,14.67,5.97,20.63,3,3,11,12,9,11,,4,3.9,3.5,3,,,,,,,,
2020-05-13,13,5.19,4.3,-4.4,,-6,94,55.8,60.5,27,-0.4,-4.3,-3.8,-7.1,13,7.33,6.5,0,,,102.92,102.69,102.68,102.44,98.97,98.75,98.74,98.5,16100,16100,16100,16100,3.2,2.4,2.5,1.8,13.7,0,0,0,0,0,0,0,0,05:59:00,20:37:00,14.63,5.98,20.62,7,8,12,13,1,1,,4,0.5,2,0,,,,,,,,
2020-05-12,10.1,3.08,3.5,-3.1,,-7,79,54.2,54.5,30,-3.8,-6.1,-6.2,-8.6,41,18.67,24.5,8,59,28,102.39,102.06,102.17,101.94,98.46,98.13,98.24,98.01,16100,16100,16100,16100,2.3,2,1.9,1.5,14.5,0,0,0,0,0,0,0,0,06:00:00,20:36:00,14.6,6,20.6,7,7,7,7,-7,-6,,4,1.2,2,0,,,,,,,,
2020-05-11,5.4,2.25,1.45,-2.5,,-5,98,79.9,78,58,1.8,-1.1,-2.1,-6,30,17.83,19.5,9,45,30,101.92,101.51,101.51,101.1,97.99,97.61,97.61,97.23,16100,12595.8,8850,1600,2.2,1.6,1.7,1.2,16.6,0,0,0,0,6.7,0,0,1,06:02:00,20:35:00,14.55,6.03,20.58,6,6,4,4,-6,-6,,4,3.4,2,0,,,,,,,,
2020-05-10,11.5,4.65,3.65,-4.2,,-5,90,68.5,69,48,3,-1,-1.1,-5.2,22,9.12,11,0,33,25,101.77,101.46,101.47,101.16,97.85,97.56,97.58,97.3,16100,16100,16100,16100,2.6,2.2,2.2,1.8,14.3,0,0,0,0,1.2,0,3,0,06:03:00,20:34:00,14.52,6.05,20.57,6,6,6,7,0,0,,4,3.4,2,0,,,,,,,,
2020-05-09,5.4,0.37,0.65,-4.1,,-10,91,69.3,67.5,44,-3.7,-4.9,-5.5,-7.3,48,23,26.5,5,72,29,101.77,101.56,101.6,101.43,97.84,97.64,97.67,97.51,16100,14708.3,9050,2000,2.1,1.7,1.6,1.2,17.4,0,0,0,0,0.4,0,0,0,06:04:00,20:33:00,14.48,6.07,20.55,5,6,5,5,-3,-3,,4,3.5,2,0,,,,,,,,
2020-05-08,5.3,0.1,0.54,-4.2,,-9,84,60.4,54.5,25,-4.4,-7.4,-9.6,-14.8,37,19.62,23,9,58,32,101.52,101.21,101.29,101.07,97.59,97.32,97.38,97.17,16100,16100,16100,16100,1.9,1.6,1.6,1.3,17.5,0,0,0,0,0,0,0,0,06:05:00,20:32:00,14.45,6.08,20.53,6,6,4,4,-5,-3,,4,2.5,2,0,,,,,,,,
2020-05-07,14.2,6.13,6.94,-0.3,,,65,48.8,48.5,32,1.7,-4.2,-3,-7.6,35,16.21,17.5,0,52,28,101.29,101.04,100.98,100.67,97.43,97.18,97.13,96.84,16100,16100,16100,16100,2.4,2.1,2.1,1.8,11.1,0,1.9,0,0,0,0,0,0,06:06:00,20:30:00,14.4,6.1,20.5,6,6,11,12,-3,-2,,3,1,1.5,0,,,,,,,,
2020-05-06,13.7,7.53,7.75,1.8,,,60,41,41,22,-2.1,-5.7,-5.5,-8.9,21,12.67,10.5,0,39,33,101.47,101.37,101.35,101.23,97.59,97.5,97.48,97.38,16100,16100,16100,16100,2.6,2.1,2.2,1.8,10.2,0,2.8,0.8,0,0,0,0,0,06:08:00,20:29:00,14.35,6.13,20.48,8,8,12,13,-1,0,,4,2,2,0,,,,,,,,
2020-05-05,11.2,4.7,4.3,-2.6,,-4,94,51.8,61,28,-2.9,-5.5,-5.5,-8,21,9.21,10.5,0,30,35,101.93,101.68,101.64,101.36,98.02,97.79,97.75,97.48,16100,16100,16100,16100,2.8,2.2,2.3,1.8,13.7,0,0,0,0,0,0,0,0,06:09:00,20:28:00,14.32,6.15,20.47,7,7,11,11,1,2,,4,2.8,2,0,,,,,,,,
2020-05-04,9.3,5.35,4.7,0.1,,,85,65.2,62,39,1.9,-1,-3,-8,32,22.92,22.5,13,50,28,102.02,101.54,101.49,100.96,98.1,97.68,97.62,97.15,16100,16100,16100,16100,2.2,1.8,1.6,1.1,13.3,0,0,0,0,0,0,0,0,06:10:00,20:27:00,14.28,6.17,20.45,3,7,10,10,-4,-1,,4,2.4,2,0,,,,,,,,
2020-05-03,19.5,13.1,11.9,4.3,,,98,63.1,67.5,37,9.6,5.5,5.8,2,39,17.12,21.5,4,50,26,100.93,100.82,100.81,100.69,97.12,97.02,97.01,96.9,16100,16100,16100,16100,3,2.6,2.5,2,6.1,0,6.9,4.9,1.9,0,0,0,0,06:12:00,20:26:00,14.23,6.2,20.43,7,7,21,21,3,4,,4,1.1,2,0,,,,,,,,
2020-05-02,16.8,10.89,9.45,2.1,,,97,67.5,67.5,38,9.4,4.5,5.2,1,26,12.29,13,0,46,18,101.72,101.31,101.22,100.72,97.86,97.47,97.39,96.92,16100,16100,16100,16100,2.9,2.3,2.4,1.8,8.6,0,4.5,2.5,0,0,0,0,0,06:13:00,20:25:00,14.2,6.22,20.42,4,4,19,19,7,7,,4,2.7,2,0,,,,,,,,
2020-05-01,15.9,10.64,10.3,4.7,,,99,75.5,71,43,8.9,5.9,5.3,1.7,22,15.83,15.5,9,39,34,101.68,101.13,101.11,100.53,97.82,97.3,97.28,96.73,16100,13416.7,9050,2000,2.4,1.9,1.9,1.4,7.7,0,5.3,3.3,0.3,5.5,0,0,0,06:14:00,20:23:00,14.15,6.23,20.38,6,7,16,16,4,4,,4,2.1,2,0,,,,,,,,
2020-04-30,15.4,11.71,12,8.6,,,99,91.7,84.5,70,11.1,10.3,9.8,8.5,22,16.54,15,8,42,23,100.52,100.34,100.37,100.22,96.71,96.55,96.57,96.43,16100,13170.8,9850,3600,2.8,2.6,2.3,1.8,6,0,7,5,2,15.3,14.4,0,0,06:16:00,20:22:00,14.1,6.27,20.37,2,2,14,14,7,8,,4,4,3.5,3,,,,,,,,
2020-04-29,14.2,9.84,10.14,6.1,,,85,77,74.5,64,9.9,6,5.3,0.8,32,21.25,22.5,13,45,10,101.49,100.92,101,100.52,97.65,97.09,97.18,96.71,16100,16100,16100,16100,2.7,2.3,2.4,2.1,7.9,0,5.1,3.1,0.1,3.8,5.1,0,0,06:17:00,20:21:00,14.07,6.28,20.35,3,4,13,13,10,10,,4,3.8,3.5,3,,,,,,,,
2020-04-28,15.6,9.05,10.65,5.7,,,85,68.9,67.5,50,5.8,3.5,3.2,0.7,24,15.92,16,8,37,9,101.91,101.7,101.74,101.57,98.05,97.84,97.88,97.71,16100,15633.3,12100,8100,3,2.6,2.6,2.3,7.3,0,5.7,3.6,0.6,0.4,2,0,0,06:19:00,20:20:00,14.02,6.32,20.33,3,3,10,10,6,6,,4,3.1,2,0,,,,,,,,
2020-04-27,16,7.81,7.35,-1.3,,-3,93,54.5,58,23,0.9,-2.3,-3,-6.9,21,10.92,10.5,0,48,24,102.16,101.98,101.99,101.82,98.26,98.09,98.1,97.94,16100,16100,16100,16100,2.6,2.3,2.3,2,10.7,0,2.4,0.4,0,0,1,0,0,06:20:00,20:19:00,13.98,6.33,20.32,6,6,14,14,5,5,,4,1.1,2,0,,,,,,,,
2020-04-26,12.9,8.53,7.65,2.4,,,84,51.8,57,30,3.5,-1.4,-2.5,-8.5,39,23.29,22,5,59,7,101.98,101.55,101.66,101.34,98.1,97.69,97.8,97.5,16100,16100,16100,16100,2.5,2.4,2.4,2.3,10.3,0,2.6,0.6,0,0,0,0,0,06:22:00,20:18:00,13.93,6.37,20.3,5,5,12,13,-1,1,,4,3.8,2.5,1,,,,,,,,
2020-04-25,14.1,6.53,4.75,-4.6,,-5,93,46.8,55.5,18,-2,-6.6,-7.2,-12.3,26,13.88,13,0,41,10,101.89,101.7,101.72,101.56,98,97.82,97.85,97.7,16100,16100,16100,16100,2.8,2.6,2.6,2.4,13.2,0,0,0,0,0,0,0,0,06:23:00,20:16:00,13.88,6.38,20.27,7,7,13,13,5,6,,4,1.1,2,0,,,,,,,,
2020-04-24,10.4,5.96,4.75,-0.9,,,70,47,52.5,35,-1.8,-4.8,-4.8,-7.8,21,12.38,13,5,,,101.56,101.11,101.2,100.84,97.67,97.24,97.33,96.98,16100,16100,16100,16100,2.9,2.6,2.6,2.4,13.2,0,0,0,0,0,0,0,0,06:25:00,20:15:00,13.83,6.42,20.25,5,6,12,12,-3,-3,,4,4,3.5,3,,,,,,,,
2020-04-23,5.8,1.5,2.09,-1.6,,-6,75,55,57.5,40,-3.6,-6.8,-6.7,-9.7,28,17.62,16,4,39,8,101.76,101.41,101.39,101.03,97.82,97.5,97.48,97.14,16100,16100,16100,16100,2.7,2.5,2.5,2.2,15.9,0,0,0,0,0,0.6,0,0,06:26:00,20:14:00,13.8,6.43,20.23,4,5,3,5,-1,0,,4,3.9,3.5,3,,,,,,,,
2020-04-22,4,-1.26,-0.5,-5,,-12,83,66.6,63.5,44,-5.7,-7.1,-7.6,-9.5,35,21.54,17.5,0,46,28,101.79,101.57,101.5,101.21,97.84,97.63,97.56,97.29,16100,16100,16100,16100,2.5,2.1,2.1,1.8,18.5,0,0,0,0,0,0,0,0,06:28:00,20:13:00,13.75,6.47,20.22,6,6,1,4,-4,-3,,4,2.4,2,0,,,,,,,,
2020-04-21,6.6,0.76,1.4,-3.8,,-11,90,72.1,72,54,3.5,-3.8,-1.9,-7.4,45,33.42,31.5,18,71,27,101.2,100.2,100.16,99.12,97.27,96.34,96.31,95.35,16100,14591.7,10050,4000,2.4,2.1,2.1,1.8,16.6,0,0,0,0,2.6,0,0,0,06:29:00,20:12:00,13.72,6.48,20.2,4,4,2,3,-3,-3,,4,3.2,3,2,,,,,,,,
2020-04-20,10.4,2.12,1.35,-7.7,,-10,92,55.4,62.5,33,-4.1,-6.8,-6.5,-9,24,12.62,14,4,39,24,101.1,100.68,100.47,99.84,97.21,96.8,96.61,96.01,16100,16100,16100,16100,2.7,2.4,2.5,2.2,16.6,0,0,0,0,0,0,0,0,06:31:00,20:10:00,13.65,6.52,20.17,6,6,7,11,1,1,,4,0.9,2,0,,,,,,,,
2020-04-19,12.8,5.1,4.65,-3.5,,-6,85,68.7,63,41,5.3,-0.4,-2.6,-10.5,35,24.67,23,11,54,32,101.12,100.65,100.73,100.33,97.23,96.8,96.87,96.51,16100,15966.7,14500,12900,2.8,2.4,2.5,2.2,13.3,0,0,0,0,0.4,1.2,0,0,06:32:00,20:09:00,13.62,6.53,20.15,2,3,10,11,-6,-4,,4,2.1,2,0,,,,,,,,
2020-04-18,9.7,2.81,3.49,-2.7,,-7,98,76.7,69.5,41,0.7,-1.4,-1.7,-4.1,34,17.92,19.5,5,46,23,101.52,101.22,101.19,100.86,97.59,97.32,97.29,97,16100,13954.2,10450,4800,3.4,2.8,2.9,2.4,14.5,0,0,0,0,0,1.2,0,0,06:34:00,20:08:00,13.57,6.57,20.13,5,5,9,10,-5,4,,4,3.1,2,0,,,,,,,,
2020-04-17,4.8,-0.12,0.04,-4.7,,-9,98,72.7,66,34,-0.7,-5.2,-5.6,-10.5,21,10.5,12.5,4,28,15,102.39,101.94,101.87,101.35,98.42,97.99,97.93,97.44,16100,14625,10450,4800,2.7,2.4,2.3,1.9,18,0,0,0,0,0.4,0,0,0,06:36:00,20:07:00,13.52,6.6,20.12,4,4,3,3,-5,-5,,4,2.6,2,0,,,,,,,,
2020-04-16,3.6,-1.18,-1.8,-7.2,,-9,84,61.7,61,38,-4.8,-8.1,-8,-11.2,41,19.58,23,5,61,28,102.35,102.12,102.11,101.88,98.39,98.16,98.16,97.93,16100,16100,16100,16100,2.3,2.1,2.1,1.9,19.8,0,0,0,0,0,0,0,0,06:37:00,20:06:00,13.48,6.62,20.1,5,6,2,2,-5,-5,,4,2.1,2,0,,,,,,,,
2020-04-15,2.6,-1.63,-1.49,-5.6,,-9,83,61.4,60.5,38,-4,-8.4,-8.1,-12.2,32,17.54,20,8,46,26,101.83,101.58,101.61,101.38,97.88,97.65,97.66,97.45,16100,15562.5,11250,6400,2.3,2.1,2.1,2,19.5,0,0,0,0,0,0,0,0,06:39:00,20:05:00,13.43,6.65,20.08,4,4,2,2,-6,-6,,4,1.7,2,0,,,,,,,,
2020-04-14,6.3,0.98,1,-4.3,,-9,80,57.7,58,36,-3.8,-6.8,-6.3,-8.9,39,23.92,25,11,55,28,101.96,101.75,101.72,101.47,98.04,97.83,97.8,97.56,16100,15766.7,12100,8100,2.5,2.3,2.2,2,17,0,0,0,0,0,0,0,0,06:41:00,20:03:00,13.37,6.68,20.05,4,5,6,6,-5,-5,,4,2,2,0,,,,,,,,
2020-04-13,12.5,7.1,6.4,0.3,,,100,83.4,80.5,61,11.8,4.3,4,-3.9,54,27.33,29.5,5,80,26,101.48,99.97,100.27,99.06,97.61,96.17,96.46,95.3,16100,12220.8,9050,2000,2.8,2.2,2.4,2,11.6,0,1.4,0,0,5.7,1.2,0,0,06:42:00,20:02:00,13.33,6.7,20.03,6,6,14,14,-2,-2,,4,3.8,3,2,,,,,,,,
2020-04-12,17,8.39,8.85,0.7,,,79,62.4,61,43,4.7,1.4,0.8,-3.1,26,12.67,15,4,46,19,101.39,101.11,100.91,100.43,97.5,97.25,97.06,96.61,16100,16100,16100,16100,3,2.7,2.8,2.5,9.2,0,3.8,1.8,0,0.2,5.5,0,0,06:44:00,20:01:00,13.28,6.73,20.02,5,6,12,14,8,8,,4,3.8,2,0,,,,,,,,
2020-04-11,9.7,2.92,3.55,-2.6,,-7,82,62.2,61.5,41,-0.8,-3.9,-3.4,-6,26,17.5,17,8,42,27,101.52,101.38,101.38,101.24,97.61,97.48,97.47,97.34,16100,16100,16100,16100,3,2.3,2.5,2,14.4,0,0,0,0,0,0,0,0,06:46:00,20:00:00,13.23,6.77,20,5,5,8,8,1,1,,4,2.1,2,0,,,,,,,,
2020-04-10,4.8,1.04,1.85,-1.1,,-8,90,66.5,67,44,-1.9,-4.8,-5.2,-8.6,43,30.62,29,15,65,32,101.23,100.52,100.5,99.77,97.32,96.65,96.63,95.94,16100,15766.7,12100,8100,2.2,2,2,1.7,16.1,0,0,0,0,0,0,0,2,06:47:00,19:59:00,13.2,6.78,19.98,4,4,4,5,-4,-4,,4,2.9,2,0,,,,,,,,
2020-04-09,8.2,4.33,3.84,-0.5,,,98,73.1,70,42,7.4,-0.6,1.3,-4.8,46,27.92,27,8,72,30,99.94,99.68,99.71,99.47,96.14,95.87,95.92,95.7,16100,12658.3,9250,2400,2.6,2.3,2.2,1.8,14.2,0,0,0,0,4.4,0,2,0,06:49:00,19:57:00,13.13,6.82,19.95,5,5,5,6,-1,-1,,4,3.2,2.5,1,,,,,,,,
2020-04-08,13.1,7.85,8.5,3.9,,,98,77.8,71,44,7.7,3.8,4,0.4,32,13.62,16,0,46,28,100.56,100.37,100.31,100.06,96.73,96.55,96.49,96.25,16100,12512.5,9450,2800,2.8,2.5,2.5,2.1,9.5,0,3.5,1.5,0,4,10.8,0,0,06:51:00,19:56:00,13.08,6.85,19.93,6,6,14,14,3,3,,4,2.7,2,0,,,,,,,,
2020-04-07,13.4,6.82,5.6,-2.2,,,98,68.8,65.5,33,6.1,0.6,1.4,-3.3,22,10.5,11,0,37,10,101.64,101.06,100.99,100.34,97.79,97.21,97.16,96.53,16100,15012.5,9450,2800,3,2.7,2.6,2.2,12.4,0,0.6,0,0,2.4,2.8,0,0,06:53:00,19:55:00,13.03,6.88,19.92,4,5,15,15,4,4,,4,3.4,2,0,,,,,,,,
2020-04-06,14.4,6.1,5.15,-4.1,,-6,99,58.3,63,27,0.1,-3.4,-2.8,-5.6,21,7.79,10.5,0,33,30,102.26,101.99,101.96,101.66,98.33,98.09,98.07,97.8,16100,16100,16100,16100,2.6,2,2,1.5,12.8,0,0.2,0,0,0,0,0,0,06:54:00,19:54:00,13,6.9,19.9,5,6,13,13,2,2,,4,1.2,2,0,,,,,,,,
2020-04-05,10.3,5.63,4.25,-1.8,,,92,73.3,68,44,6,1,2,-2.1,24,17.5,17.5,11,39,32,102.15,101.94,101.88,101.61,98.23,98.05,98,97.76,16100,16100,16100,16100,2.1,1.7,1.8,1.4,13.8,0,0,0,0,0,0,0,0,06:56:00,19:53:00,12.95,6.93,19.88,4,5,12,12,-4,-4,,4,1.9,2,0,,,,,,,,
2020-04-04,13.8,8.02,7.9,2,,,98,79.2,77.5,57,6.2,4.4,4,1.9,13,6.75,6.5,0,,,101.89,101.71,101.72,101.55,98,97.83,97.85,97.69,16100,15900,13700,11300,2.9,1.9,2.1,1.3,10.1,0,2.9,0.9,0,0,0,0,0,06:58:00,19:52:00,12.9,6.97,19.87,4,5,14,14,1,1,,4,3.6,2.5,1,,,,,,,,
2020-04-03,12.7,5.72,5.94,-0.8,,-4,86,70.8,71.5,57,4.9,0.7,0.2,-4.4,28,15.96,18,8,39,34,101.8,101.68,101.69,101.58,97.91,97.8,97.81,97.7,16100,16100,16100,16100,2.8,2,2.2,1.7,12.1,0,0.9,0,0,0,0,0,0,07:00:00,19:50:00,12.83,7,19.83,5,5,12,12,0,0,,4,1.9,2,0,,,,,,,,
2020-04-02,13.3,5.88,6.35,-0.6,,-4,87,54.5,54.5,22,-0.4,-3.7,-4.8,-9.3,30,18.58,20.5,11,48,30,101.81,101.66,101.67,101.54,97.92,97.77,97.79,97.66,16100,16100,16100,16100,2.5,2.1,2.1,1.8,11.7,0,1.4,0,0,0,0,0,0,07:01:00,19:49:00,12.8,7.02,19.82,5,5,12,12,-1,-1,,0,0,0,0,,,,,,,,
2020-04-01,11.9,5.44,5.6,-0.7,,,90,56.5,61,32,1.9,-3.4,-2.4,-6.6,26,13.33,15.5,5,39,31,101.61,101.51,101.49,101.37,97.72,97.62,97.61,97.5,16100,16100,16100,16100,2.4,2.2,2.1,1.8,12.4,0,0.6,0,0,0,0,0,0,07:03:00,19:48:00,12.75,7.05,19.8,5,5,10,10,-3,-3,,4,1.8,2,0,,,,,,,,
2020-03-31,7.6,4.09,5.4,3.2,,,97,92.6,90.5,84,4.2,3,3.2,2.2,24,15.67,16.5,9,35,7,101.69,101.61,101.58,101.47,97.79,97.71,97.69,97.58,16100,14491.7,10450,4800,1.9,1.6,1.6,1.3,12.6,0,0.4,0,0,0,0,0,0,07:05:00,19:47:00,12.7,7.08,19.78,3,4,6,6,-1,1,,4,4,4,4,,,,,,,,
2020-03-30,6.9,5.1,5,3.1,,,92,82.9,82.5,73,3.9,2.4,2.5,1.2,32,23.38,22.5,13,50,25,101.62,101.11,101.12,100.63,97.73,97.26,97.28,96.83,16100,16100,16100,16100,2,1.8,1.8,1.5,13,0,0,0,0,0,0,0,0,07:07:00,19:46:00,12.65,7.12,19.77,2,2,7,7,2,2,,4,4,4,4,,,,,,,,
2020-03-29,20.6,8.68,12.55,4.5,,,100,83.5,75.5,51,14,5.6,8.8,3.5,46,25.92,27,8,78,23,101.07,100.47,100.45,99.84,97.21,96.64,96.64,96.07,16100,12637.5,9050,2000,2.4,2,2,1.7,5.5,0,7.5,5.5,2.5,14.2,0.8,0,0,07:08:00,19:44:00,12.6,7.13,19.73,5,5,15,17,4,4,,4,3.8,2.5,1,,,,,,,,
2020-03-28,7.8,4.73,4.59,1.4,,,99,88.2,86.5,74,6.5,2.9,2.8,-0.9,30,20,20.5,11,48,8,101.7,101.31,101.39,101.09,97.79,97.43,97.51,97.22,16100,13820.8,9050,2000,2.7,2.2,2.4,2,13.4,0,0,0,0,4.5,15.7,0,0,07:10:00,19:43:00,12.55,7.17,19.72,2,2,9,9,5,7,,4,4,4,4,,,,,,,,
2020-03-27,11.7,3.97,5.94,0.2,,,94,78.2,70.5,47,1.5,0.1,0.4,-0.7,15,6.92,7.5,0,,,101.79,101.57,101.51,101.22,97.87,97.68,97.62,97.36,16100,16100,16100,16100,3,2.2,2.4,1.8,12.1,0,0.9,0,0,0,3.8,0,0,07:12:00,19:42:00,12.5,7.2,19.7,5,5,11,11,1,2,,4,2.4,2,0,,,,,,,,
